person_id,earnings,training,offer,age,baseline_earnings
1158,32762.7727918827,0,0,50,25835.91555081636
1159,44378.814953958296,1,1,24,25591.895867950898
1160,67334.2474305259,1,1,41,37455.486994971936
1161,44746.47459086343,1,1,33,29674.80028153025
1162,50068.643915174565,0,0,24,35620.81720878099
1163,37237.309633309356,0,1,37,27889.10668508204
1164,37808.82226155632,0,0,42,28032.087298371196
1165,40882.381194428446,0,0,28,23752.345725720228
1166,33933.193591186224,0,1,25,21668.28046320936
1167,31843.55958598019,1,1,49,30444.69450929634
1168,22617.77211470944,0,0,22,17093.759855261094
1169,36214.00361791203,0,1,44,28088.21725286768
1170,41650.8790619679,0,0,27,30676.478719573937
1171,46427.97796211359,1,1,46,28300.375515682284
1172,30085.716052277116,0,0,28,19717.52835413595
1173,57611.3078872767,1,0,34,33763.38608332746
1174,61182.170651127286,1,1,55,33435.74380783507
1175,48795.04314247637,0,0,46,33411.06861515192
1176,61840.010335003084,1,0,54,34546.25248422936
1177,42952.43408613317,1,1,47,19935.12118490148
1178,33309.362063694265,1,0,34,23133.146648917795
1179,52468.092239840895,0,1,36,31713.308312572717
1180,51077.60925809988,1,1,37,36267.84455883797
1181,43778.3303259627,0,1,24,25623.75314379
1182,39200.80767769558,0,1,31,25175.774632047534
1183,30099.413690092395,0,0,26,19620.1130099424
1184,41431.29198476683,0,0,34,35059.32934387116
1185,34832.96911607145,0,1,45,22259.36515947345
1186,37712.87942787929,0,1,44,27431.00496344122
1187,54225.5773921661,0,0,44,20955.50171865456
1188,51047.47885914613,1,0,23,30605.23135044095
1189,31747.322750208372,0,1,26,23247.68596659122
1190,48863.29270384014,1,1,24,30959.874443205183
1191,34540.53966312475,0,0,31,21662.018149359912
1192,64878.949881141045,1,1,47,34170.82790312225
1193,53838.15749817727,1,0,39,30539.157472375256
1194,26908.181048283823,0,0,28,17383.38184036575
1195,52816.09923920097,1,0,47,29002.65819304407
1196,23765.84531041445,0,1,22,26720.696863836245
1197,64929.989261624054,1,1,50,33600.923399379695
1198,50536.28857353492,1,0,30,20364.28268205185
1199,37464.195535396226,1,1,52,22777.247211658567
1200,54880.407067642285,1,0,33,32517.258337099418
1201,44994.99107981,1,0,31,34356.64749375497
1202,35903.15148634651,0,1,40,20507.835519646975
1203,55398.34790211537,1,0,36,37022.257191895114
1204,44043.92058124223,1,0,46,30437.104581283307
1205,37448.038775954075,0,0,24,22869.939777977797
1206,44436.315289795806,0,0,50,28935.417155834253
1207,42686.022798905615,0,0,54,21007.094705754433
1208,22179.424556402082,0,0,27,18251.87394850565
1209,54635.20019902928,1,0,53,29564.01289483006
1210,40714.481927774155,0,0,26,24538.769743546425
1211,45919.47194631692,0,0,23,31883.0877771067
1212,31960.916020227673,0,0,23,23726.415298374963
1213,39890.23458948399,0,0,50,19282.22148764774
1214,30426.21089927738,0,1,38,21309.017432035464
1215,35555.169638866,0,1,34,18475.45703907701
1216,33470.16045457503,0,1,27,17032.78774503528
1217,41092.503419303524,0,1,22,23082.778557482194
1218,53085.02512040567,1,1,40,29328.414620497133
1219,38983.46859581357,1,1,37,27197.93769461651
1220,22882.176025637466,0,0,48,23645.965308183626
1221,39589.27335108231,0,1,52,13986.417773683183
1222,51032.85589870197,1,1,38,35525.837459983464
1223,44826.98753538218,1,1,34,26882.260517025305
1224,47257.32958577676,1,0,22,22962.206179892695
1225,37591.181350451174,0,1,26,27592.599865432876
1226,32737.75186222602,0,1,26,22954.698992956928
1227,52879.322911188996,1,1,48,35145.36633920013
1228,21670.160249292807,0,0,29,22481.21950160191
1229,43990.453066248636,0,1,36,28710.404474892413
1230,62463.45829104374,1,0,33,38439.823215442855
1231,54777.32974637662,0,1,37,39724.018313671695
1232,67454.31430971951,1,1,34,33665.39559810428
1233,41660.00172103681,1,1,51,31953.310872107046
1234,51236.805800787,1,1,35,32347.249328154106
1235,45035.62623820376,1,0,44,22848.79405119179
1236,41645.250775854474,1,1,22,31195.852717183574
1237,44276.30006063977,0,1,26,25826.161816227857
1238,39876.38019280795,0,0,22,29013.464868457562
1239,47374.677469356735,1,1,53,28756.04336633721
1240,54117.56066142188,1,1,26,23120.59815350962
1241,32874.522454331076,0,1,32,29631.59484387349
1242,37346.45013824279,0,1,29,21962.684893740887
1243,56822.48092699063,1,0,25,33857.796720611004
1244,53660.784298567174,1,1,30,37124.18080283289
1245,55854.66871737306,1,1,36,33078.71714678409
1246,36275.761077213356,1,1,52,22142.84777534798
1247,47559.14367095234,1,1,48,28511.898134047842
1248,32068.688966476824,0,1,39,20782.763548025345
1249,45144.228434073375,1,0,28,26781.853172429786
1250,61986.55980227733,1,1,43,37836.414604809695
1251,34412.88159827022,0,0,52,22135.150257639743
1252,43528.37865410851,0,0,25,23222.818774239036
1253,34395.299967010236,0,1,51,29358.503902687273
1254,48848.65905095119,0,1,46,28137.457419598257
1255,35521.69864145584,0,0,41,20821.490329289147
1256,35533.95158642579,0,0,52,25098.35106968856
1257,29059.112068402676,0,0,28,24853.355661043177
1258,31406.534756184097,0,1,46,20079.97215523414
1259,44351.767232409045,0,0,47,22400.78529097001
1260,44053.85860812461,0,1,23,29084.768259308017
1261,45634.43507567007,0,0,36,34094.669468558284
1262,38899.20433927228,0,0,45,31584.277204395505
1263,49331.69724638913,1,1,27,33869.645271011104
1264,55960.58095750982,1,1,24,28955.100588248577
1265,43637.38559078306,0,0,34,25564.421220251483
1266,39016.102525363036,0,1,35,22138.030903695242
1267,41605.81036048988,1,1,30,34401.722741794816
1268,47690.21197651796,0,1,54,28436.846914786274
1269,35039.03376631169,0,0,38,22395.55064643993
1270,41030.89937913923,1,1,26,22731.853332826184
1271,37771.515499723966,1,1,25,26472.97510635324
1272,32753.789218014786,0,1,35,26217.32118508188
1273,55019.34284506843,1,0,43,33671.07579632856
1274,46294.001032941844,1,0,51,27493.40821654169
1275,53264.382684848155,1,1,48,16764.949107080713
1276,42294.78301323438,0,1,30,31873.460192601535
1277,40116.72558309795,0,0,38,31838.58313439931
1278,34794.14532776002,0,0,37,15237.595761788105
1279,45525.020022627505,1,0,32,24650.683299169687
1280,46766.651580695805,0,0,40,28487.88667691608
1281,37148.69840164351,1,0,29,29093.886580010716
1282,49869.513101932695,0,0,51,29458.73166359115
1283,58518.076488036626,1,0,43,28689.28383477693
1284,45209.431142734364,1,0,39,33653.711047247365
1285,35754.12066649348,0,1,44,19630.68455479642
1286,54963.43428099827,1,0,28,30978.853171346298
1287,46336.423966157745,1,1,48,28185.241158301505
1288,59554.083619126526,1,0,40,35561.87291728159
1289,34090.961065372474,1,0,38,28833.241326532057
1290,52632.07159707443,0,0,45,25826.785173425265
1291,27367.44953189659,0,1,33,20725.916198363513
1292,39881.23374402425,1,0,31,26263.252472650216
1293,42231.45901110054,1,1,52,27848.96276913902
1294,44229.43054768236,0,0,54,31673.41049848215
1295,45046.071422143235,1,0,36,24756.85508786692
1296,47641.371944532926,1,1,42,27256.205956369715
1297,52012.32159618427,0,0,43,34514.22528203551
1298,29974.623422414603,0,1,51,29616.89065626447
1299,38447.73676796009,1,1,51,23655.412878320156
1300,53361.51044076779,1,1,44,30996.323856563075
1301,58763.12202259573,1,1,22,31377.048692952758
1302,44882.15203445841,0,0,23,31087.870317995432
1303,64468.428491754355,0,1,48,35219.27673943865
1304,30142.67599373857,0,1,23,28176.32506456915
1305,48541.14970048559,1,1,33,27261.529704217657
1306,60353.236094546635,1,1,48,38586.84497748808
1307,43550.19943043924,0,0,47,21905.92544930448
1308,52496.190018442925,0,1,38,27716.253591967674
1309,39777.07461787602,1,1,30,25866.461381608602
1310,30091.677099891065,0,1,44,17300.428879662282
1311,33827.1699194205,0,0,40,31079.76373668008
1312,57315.05248777579,1,1,35,28703.399989305057
1313,46091.54019678228,1,1,32,33471.70655994251
1314,34298.736302885656,0,1,38,30977.28382832945
1315,69618.53734753402,1,0,48,45388.04412522218
1316,30955.745798105985,0,1,37,13404.701864942925
1317,30421.697147549366,0,1,27,22055.08777597345
1318,58840.21848158644,0,0,51,22075.397233562348
1319,59114.19384140795,1,0,43,37884.25144712339
1320,39621.20913283783,0,1,28,22542.576044056506
1321,61634.29037469273,1,1,53,31406.511696485515
1322,45440.56992247682,0,0,34,30762.194887696747
1323,31572.827824133496,0,0,55,19815.461946937758
1324,25430.75133487189,0,0,39,18162.183357895316
1325,43115.49429379489,0,1,33,34794.91889699552
1326,30705.799249888543,0,1,49,24326.102208267752
1327,43834.57151646667,0,1,54,26427.700162422912
1328,48935.053934356634,1,0,43,30697.47083300419
1329,50525.831079642536,0,1,48,29329.403357788975
1330,69928.19248631562,1,1,44,34169.76744583847
1331,44047.42859874779,0,1,37,32483.187964427965
1332,53119.375636447876,1,1,22,34124.53394445648
1333,29820.02978359811,0,0,43,26847.55030865976
1334,42331.46269379522,0,0,42,33402.14992101616
1335,60508.25029313075,1,0,49,31503.79913839724
1336,36984.375530871024,0,0,48,28332.300447884958
1337,49441.22461710629,0,0,37,30070.64302320373
1338,46440.051076169904,1,0,47,30437.497366192583
1339,56151.70856523464,1,0,42,36183.30871589063
1340,42981.49567793515,0,0,37,15441.068429480292
1341,52443.025772246554,1,1,30,27310.796602014227
1342,60733.94479653268,1,1,32,32171.790051168704
1343,49241.864835466615,1,0,33,34303.72681225442
1344,39593.5405379256,0,1,36,23631.990730452824
1345,54967.241729140165,1,1,33,39768.04312532869
1346,48195.761758495726,0,1,39,31647.119895580043
1347,51481.90657195762,1,0,27,36094.487215873465
1348,38426.55301739,0,0,44,24529.484948468
1349,38522.828659507926,0,0,27,20440.627278479966
1350,45889.25159697121,0,0,24,22656.146866723284
1351,43774.20515781174,0,1,52,28041.443046556436
1352,26620.715315611495,0,0,35,25024.293844590386
1353,47842.24253857484,1,1,36,27618.33809477353
1354,41848.08409293827,0,0,46,28587.907819637192
1355,35535.382334855974,0,0,43,24916.507175045932
1356,29644.97612639321,0,0,47,18699.492573939267
1357,32567.333724374323,0,0,29,25628.289246504475
1358,53356.30192165926,0,0,26,26897.871637580713
1359,61093.37566946226,1,1,26,37671.614123957756
1360,42882.119378266834,0,1,48,26963.187556763318
1361,34711.69916522773,0,0,32,24833.21840741197
1362,64758.03254637486,1,0,54,37304.770511280745
1363,53632.2783242689,1,1,27,26738.22314514776
1364,37994.59451010489,0,0,27,26380.78611228228
1365,32622.105333466643,0,1,51,26210.511282259715
1366,26996.462002440596,0,1,55,20674.33518930909
1367,40563.21111886188,0,0,48,21588.2328523509
1368,45784.72816747131,0,1,40,25729.40771809341
1369,39804.57145075781,0,0,42,22285.778072357803
1370,24241.153409538798,0,1,34,25034.89219281036
1371,49886.26668841177,1,0,50,27311.984533847502
1372,37695.619556439306,0,1,54,20170.564225373717
1373,40559.23130269609,1,0,22,28205.604818743297
1374,36063.03742737035,0,1,49,18812.495327222718
1375,42829.26427088512,1,1,28,28249.721661664273
1376,60830.33603373843,1,1,37,32861.01661261988
1377,33382.627361651816,0,1,43,28643.836113728725
1378,61834.70091987227,1,0,40,33102.33135666097
1379,49796.78841338462,1,0,40,25467.373435160353
1380,35116.90244707596,0,1,46,25666.94045842611
1381,52323.72653053979,1,0,52,26905.331426687942
1382,54866.41910400229,1,1,50,30702.00384071719
1383,30832.082877423043,0,0,34,21745.143265636834
1384,32866.641092218604,0,1,34,23656.135756668304
1385,43934.619183122864,1,0,43,25249.00575677039
1386,35326.4344050647,0,0,30,31302.330275360066
1387,39694.79813397592,0,1,24,22779.09697005031
1388,38612.23732601845,0,1,55,31750.067327541947
1389,51550.18102925616,1,0,23,33594.54870851745
1390,41865.64665031978,0,1,52,26872.04481921494
1391,45255.44600541754,1,1,48,17482.319950378387
1392,42157.04044860483,0,0,24,34883.49381783698
1393,39179.00579636836,0,1,37,29975.860190150473
1394,58186.91153150058,0,0,49,31925.472222662767
1395,55033.210246369614,1,1,54,37470.7775884292
1396,49248.75369581884,0,0,35,32300.316844792662
1397,50692.769836725725,1,0,47,30605.57206006168
1398,46972.76167612129,0,0,49,30197.788751402073
1399,48034.33085568584,0,1,24,33216.930736825634
1400,38621.319874805464,1,1,45,25590.821572232482
1401,35626.07000627697,0,1,37,23751.27522350403
1402,41444.60135562565,1,1,23,24516.49801632264
1403,38818.589351775714,0,1,28,24241.683908972733
1404,58702.766457933336,1,1,54,23432.9566191641
1405,49153.446842433674,0,0,39,29318.107700243312
1406,47148.72389887874,0,0,47,31299.29918751869
1407,43484.499723985704,1,0,41,28451.68194811247
1408,58800.013309934795,1,0,52,33975.3512020297
1409,27457.36662252792,0,0,35,17788.32704079541
1410,63129.52305351409,1,0,55,38084.46272629169
1411,40568.75511124624,0,0,49,16591.07264269334
1412,43152.381333465615,1,1,30,23926.45092873297
1413,52644.11896053117,1,0,38,29190.161169044986
1414,41850.78535069278,0,1,45,29582.783067580902
1415,59309.327570556,1,0,41,33047.713323681004
1416,35850.964335266464,0,1,36,33113.571670088495
1417,32781.574353342985,0,0,44,23583.835374437764
1418,43998.775924835056,0,0,55,32161.06173757028
1419,40702.81407583238,1,1,29,24059.20918048398
1420,35992.34270262666,0,1,50,21809.34572597625
1421,53791.5456105175,1,1,28,24369.881811207804
1422,42341.32389644053,0,0,43,29764.28249755464
1423,60301.53673055484,1,0,54,33013.88150004459
1424,50812.69039770676,1,0,50,29330.135484658716
1425,48280.175285344834,1,0,32,27964.12897537885
1426,41417.58335590352,1,1,47,31544.397485476085
1427,35667.970990688744,0,1,30,17518.78918942274
1428,40865.9180563408,1,1,43,27219.566808630178
1429,57264.44102620388,1,0,31,28084.079328976964
1430,39058.57669827025,0,1,27,27695.822887656
1431,40472.15383073364,1,0,29,20091.30881497659
1432,38681.58235379909,1,0,28,29732.199986433432
1433,34480.08940632329,0,1,35,20251.717326732352
1434,40248.78893658607,0,1,28,30894.028756557178
1435,34906.91419248232,0,0,55,21149.825057852097
1436,38223.553047738875,0,0,42,25706.375747327504
1437,21550.528150005084,0,0,28,22419.501989377535
1438,33312.469371980296,0,1,34,20728.181152741217
1439,47519.547465508906,1,1,39,31509.56533108626
1440,38387.84641539409,0,1,50,30805.40909842728
1441,35897.42961360098,0,1,48,29128.746228648328
1442,53373.150329167416,1,1,36,36503.15088871121
1443,62393.114386997695,1,0,51,34151.39588032786
1444,37997.46610518842,1,1,51,31090.084669974207
1445,44899.21701399381,0,1,26,28406.770481341646
1446,57994.73729666555,1,1,48,29682.121702531513
1447,46371.960023774926,1,0,43,28373.05531238532
1448,46938.78028965251,1,1,41,32630.14430313634
1449,50154.3081585504,1,0,43,31339.225669392174
1450,57257.17892640551,1,1,27,32439.677943486287
1451,38593.81442960013,0,1,48,19536.073802999086
1452,66025.0762063931,1,1,54,37317.43720404121
1453,31274.75240852302,0,1,24,20983.48465519645
1454,50532.63581117846,1,0,40,30161.55448651457
1455,33517.52428530734,0,0,34,22226.907575621077
1456,51970.57201594177,1,1,35,29205.72070539836
1457,32701.37898473743,0,0,47,23884.173158099486
1458,44802.996325652835,0,0,42,26019.874738442562
1459,47623.56907377793,1,0,36,24069.78799559612
1460,44877.42423934356,0,1,40,26844.51330257893
1461,52086.950039123396,1,0,55,29327.538706907777
1462,25195.921805364265,0,1,42,23693.995900253183
1463,32788.21713912143,1,0,52,18609.164210874307
1464,45738.697576573926,1,0,28,34800.1564429116
1465,27579.171390581527,1,0,35,24372.491476230443
1466,51779.92676832872,1,0,45,30452.184763128487
1467,25245.020515445474,0,0,38,19497.055847989497
1468,51849.55992671045,1,1,44,30933.04879554082
1469,24283.278135117886,0,1,36,22043.224240482756
1470,32950.903677933595,1,1,39,19943.183741423883
1471,39938.85287990451,0,1,49,30061.69763115933
1472,44427.528843632805,0,0,40,32313.515585738805
1473,45031.3684008284,0,0,35,29520.732480349423
1474,46487.46726376034,1,1,42,25382.41930974603
1475,59733.33209650635,1,0,35,38116.392735456255
1476,47239.63860097146,0,1,42,27528.49085035737
1477,52518.51037340356,1,0,48,31891.312273981315
1478,37334.816292811935,0,0,27,27695.70328403334
1479,43324.02476209451,0,1,32,27972.25201709164
1480,47378.79107963976,0,1,25,30136.447914905046
1481,60225.45354748472,1,0,46,41418.88623988161
1482,54653.989269280115,1,1,26,38557.78229479882
1483,50693.304334006556,1,1,45,35042.420904846804
1484,48649.13202055028,0,0,38,28629.052811830683
1485,52895.08692759415,1,0,29,30680.5599536652
1486,47882.834015842636,0,1,36,30178.066260799485
1487,49977.21273358185,0,0,40,29580.983180698295
1488,38086.49323887039,1,0,52,31690.31571266217
1489,30842.518328258247,0,1,24,19226.377868326126
1490,41790.60466971228,1,1,27,31720.357429606076
1491,22797.07474867041,0,0,30,23488.83127389984
1492,44940.521501568954,1,1,40,26817.3319471106
1493,39006.01784243707,0,0,42,26417.65393500193
1494,33868.3748138178,0,1,50,23229.173600783586
1495,47045.1376116242,0,1,42,28581.880978019817
1496,36923.0619518196,0,1,55,29657.298964287173
1497,60805.22643986002,1,0,24,37522.30251127581
1498,46689.92609623974,1,1,52,33082.23278360777
1499,55834.49831682222,1,1,30,29436.31658227153
1500,65417.39977943423,1,1,47,29876.684858680677
1501,44465.739056478335,1,1,46,28508.09622510262
1502,60586.3903894379,1,1,23,34898.504998165175
1503,18859.222674272267,0,1,29,11590.525877779655
1504,42895.83078266762,0,1,25,26009.141687899606
1505,34716.31079471217,0,1,53,24237.79934562288
1506,51256.85917450267,1,1,28,32580.963263486803
1507,50786.832097848,1,0,37,29061.61666355377
1508,53091.84844847159,1,0,30,29986.70047042057
1509,47126.596873188966,1,1,29,29212.22844177087
1510,53983.555143755,1,0,48,37219.4972895009
1511,50048.68520935932,1,0,26,24427.741776413855
1512,48095.1616884068,1,0,55,30056.341693630362
1513,50759.22779286195,1,0,55,32015.867839392384
1514,37678.20075597701,1,1,30,25940.93602748144
1515,59572.40728619759,1,1,34,38881.493848852035
1516,39782.398946947535,0,0,25,26257.202993318424
1517,29123.975682180833,0,0,27,15592.057218242857
1518,41145.28504499052,1,0,49,25031.133296119326
1519,28038.63418498516,0,1,36,20705.98010697399
1520,54151.30462868133,1,1,41,30503.11309735303
1521,34595.80467683379,0,1,43,29098.694320256698
1522,58171.19058923097,1,0,52,35819.326777371374
1523,40181.516101240915,0,1,38,27285.899675478544
1524,50044.48748806324,0,0,52,28842.309600346318
1525,53791.6956896849,1,1,23,29745.18273387735
1526,52285.81228930909,0,1,49,31392.28755245687
1527,47551.75000199681,0,0,29,30763.53623448383
1528,38972.696436110375,1,0,43,20007.667890358414
1529,56537.00674700687,1,0,53,35013.62366018032
1530,37804.50047708176,0,0,34,24882.024046999362
1531,45098.43687136569,0,0,28,27033.38333706585
1532,57987.04105006949,1,0,26,35153.781070335615
1533,45170.08149570266,0,1,49,32425.769284844653
1534,57173.0740195486,1,0,30,35663.45453060032
1535,41821.7019022126,1,0,38,24503.265878970913
1536,32502.226258941762,1,1,35,26613.266800744103
1537,43048.69208403277,1,1,46,27838.23758108052
1538,31129.160443125613,0,0,39,26553.685015647457
1539,47376.465240603866,0,1,22,29181.147271618236
1540,50850.26268490334,1,1,31,33070.62233702683
1541,32668.49709425219,0,0,33,23780.962373254933
1542,51103.907446042846,1,0,41,25002.64543862721
1543,32640.60619088754,0,0,30,20004.025612001908
1544,68719.95996762495,1,0,34,30561.9061033748
1545,53915.62143613181,1,1,31,38764.33288637686
1546,54613.04775366683,1,1,27,31090.100282916566
1547,49476.48793246289,0,1,44,23976.78609210531
1548,36870.15635160277,0,1,24,22130.133982440755
1549,40298.385423099804,1,0,31,26024.04882079262
1550,41647.813325033785,1,0,40,23878.169128488535
1551,50684.05072633962,1,1,37,31524.182963024654
1552,39003.167763962556,0,1,24,22676.100315975495
1553,45985.056759535386,0,0,41,28742.384323530663
1554,50426.68591310579,1,1,25,40515.381961538646
1555,56057.99648157989,1,0,51,28857.71749352904
1556,35596.305946631874,0,0,29,19072.54627714428
1557,52198.365630380635,0,0,45,34753.93412515865
1558,22429.516950863075,0,1,55,22600.970515255314
1559,38284.8358731955,0,0,40,16093.218850047357
1560,52967.73671850955,1,1,52,32489.314416705638
1561,61327.82853427628,1,0,41,33627.18695833958
1562,41363.346477478146,0,1,26,22203.44893515128
1563,36441.11491954808,1,0,49,23738.674235039434
1564,47573.217849341,0,1,47,25433.82089407766
1565,51293.541999971,0,0,29,34266.46817096529
1566,41663.07449327147,1,0,23,21892.843346140013
1567,42900.66944848941,0,0,35,30983.18421117478
1568,41377.751523566796,0,0,48,32157.93322978105
1569,58671.56237701617,1,1,51,32678.390212396407
1570,50398.869112513756,0,1,35,34678.63062858687
1571,51929.748739506,1,1,43,31037.50339806269
1572,39316.271456918315,0,0,40,32403.871727683498
1573,38061.17540379392,0,0,53,28490.10009678718
1574,41603.3628082612,1,0,50,23538.458096723014
1575,40459.97626925069,1,1,29,20994.62537199464
1576,41038.847617189625,0,0,33,28300.159179705548
1577,62138.10854081658,1,1,51,27963.658097454074
1578,31323.426870090083,0,0,24,23278.18010753929
1579,43001.17358144087,1,0,32,26845.402732746716
1580,49944.19447884873,0,0,38,30252.45136245335
1581,30494.618634792656,0,1,35,26161.88521273885
1582,40570.161998905394,1,0,25,32783.81048666533
1583,35415.6148646995,0,1,29,28294.711972658697
1584,49226.19193910681,1,0,42,29946.61941462648
1585,45679.29389780519,0,0,43,31821.94948541338
1586,39499.69839055227,0,1,34,24982.355903856624
1587,39238.21331148333,0,1,42,34376.38558977937
1588,46019.021297043604,0,0,30,30612.70936482882
1589,31368.31583214205,0,0,35,22148.90161448083
1590,60392.769810172416,1,1,51,35415.726413922304
1591,44900.83458178586,0,0,39,28762.460543588244
1592,45668.10207328618,0,0,39,30504.298695807207
1593,57394.99498762313,1,0,49,34368.43734193644
1594,38301.0577824429,0,0,31,21274.356960233257
1595,37286.717045734826,0,0,43,27623.652661424723
1596,38011.14033926093,0,0,48,25469.950246116674
1597,33823.81551499935,0,1,39,26143.42308407985
1598,58569.694909489765,0,0,29,43859.80832211549
1599,43459.734931069,0,1,49,28481.63734788644
1600,60945.11977586858,1,0,38,35818.781341507325
1601,45906.78863583696,1,1,45,30931.9486472469
1602,54613.57135795798,1,1,49,27492.074751790013
1603,43357.79825689782,1,1,23,22282.217080157163
1604,35812.083849054274,0,0,52,20863.196052555984
1605,38605.11455243902,1,1,40,25118.30622223188
1606,62275.9825257137,1,0,49,25486.344794661592
1607,38476.44424464148,0,0,55,30613.628505047243
1608,27469.056378750494,0,0,29,29413.322693383827
1609,59971.20090949283,1,0,35,25777.256342788496
1610,53605.006070345444,1,0,50,28028.905387775645
1611,48336.63106242067,0,0,55,31356.663022612454
1612,35031.648503904005,0,0,23,23331.068223229024
1613,40394.50544094476,0,0,51,29102.03077285799
1614,33336.03127587476,0,0,28,22342.192251184944
1615,24348.12643963834,0,0,44,21497.19816095992
1616,48123.91883866454,0,0,39,28414.956234484544
1617,27180.509986614354,0,0,48,21085.709853804878
1618,47220.418711366365,1,1,25,29116.52061941976
1619,56319.79703587745,1,0,33,31634.21408532065
1620,51786.89572607785,0,1,47,34585.00782988702
1621,37809.439618529475,0,0,44,23104.24409019808
1622,33278.72292419429,0,0,32,21333.79067069808
1623,54993.93625623186,1,1,42,29811.637636886426
1624,37264.18732137923,1,1,25,20991.92961356052
1625,63031.283390540804,1,0,22,39446.8642316569
1626,45507.89778103949,0,1,48,24593.151194972517
1627,45823.825333807436,1,1,24,27488.513438758535
1628,39764.19126100347,0,0,43,28833.843612389686
1629,37480.08948246307,1,0,24,27712.54282149149
1630,23025.32437194681,0,1,22,17965.02361336036
1631,43437.773424223335,0,0,30,29448.424018299058
1632,35616.09148481629,0,0,53,23329.41599472905
1633,50927.8859144128,1,0,39,31175.75926253141
1634,52054.855834915674,1,1,38,34679.72247728122
1635,51092.90011559955,1,0,55,31527.438016626627
1636,36773.48940768273,0,1,29,21409.720571650392
1637,54039.85669258953,1,0,31,30691.000044470038
1638,41457.35818895472,1,1,31,27250.658110006785
1639,40366.32137963076,0,0,53,21827.96639005382
1640,41698.09493630476,0,1,54,27891.48027642051
1641,39871.267165827005,1,0,50,22870.984631243562
1642,44603.951297624255,1,0,25,29037.089348499227
1643,46321.10463512106,0,0,46,32748.88273169419
1644,47344.41177123571,0,1,27,30054.033286247603
1645,46049.31641287649,0,1,48,23000.112537782785
1646,54794.839812243976,1,1,29,27415.459966135848
1647,56159.80799563674,1,0,36,22915.0028955155
1648,31243.35546818722,0,1,50,25054.00127735911
1649,41280.3189510809,0,1,24,28785.482297014103
1650,54509.55606399886,1,1,25,34603.06591683545
1651,49064.391549074004,1,1,22,36216.07088591831
1652,33077.30071629904,0,1,28,32160.201068990533
1653,43723.68098111478,0,0,30,23947.413623413213
1654,27850.561646712653,0,1,32,26263.411996228122
1655,30429.946901809948,0,0,54,21775.809250437316
1656,45801.26385062212,0,0,41,27863.698507926405
1657,46421.537316714595,0,0,45,24889.535947086864
1658,35492.41926456083,1,1,27,22068.40949913344
1659,47058.995277634385,1,1,33,23750.851525322018
1660,44669.94634249272,0,1,38,27022.306103866587
1661,37982.343522529,0,0,38,30816.759303606224
1662,41681.36148148863,1,1,30,24477.723646438073
1663,42560.15259824901,0,1,27,31067.08235584738
1664,49744.65812658899,1,0,50,29024.250115403873
1665,56823.80653651806,1,0,38,28963.82035260612
1666,37013.512863835436,0,1,39,25084.634721226583
1667,46968.94324139345,1,1,44,31107.91026034546
1668,47462.03885553661,1,1,44,30148.44143481379
1669,41402.18294979578,0,0,41,29842.765594335135
1670,50419.52539994564,1,0,38,30584.709348959157
1671,45247.63158037054,1,1,48,18253.719092762367
1672,47122.9368849091,1,0,29,35470.25453601056
1673,35951.38139323786,0,0,45,24334.315375323575
1674,34774.3950811455,0,0,53,23119.13201813299
1675,46612.38126794916,0,0,29,23794.678541779194
1676,47666.339402898266,1,0,45,25595.689433939002
1677,55078.487112118106,1,0,32,37031.123397752664
1678,64571.78771830054,1,0,47,41335.33215626943
1679,55391.559485662474,1,1,33,36114.4742878201
1680,26869.943542124285,1,0,24,31224.093150180077
1681,36203.252143605336,0,0,40,29408.86874210504
1682,56025.304118204454,1,1,52,32531.748401038396
1683,29714.945679680357,0,0,39,29483.930008107425
1684,47324.38602320605,1,1,24,39216.9662153073
1685,43387.14948289065,1,0,33,24045.98152644968
1686,36127.42224063463,0,1,28,27084.729117955925
1687,50456.89735959371,1,0,25,35818.77588905432
1688,38450.67436875057,1,1,37,32295.734741281238
1689,43289.1488061335,0,0,43,28388.05698539702
1690,55987.52839154443,1,0,38,33210.537860420896
1691,45444.950217536054,0,0,45,35804.62096716871
1692,39181.17452658045,0,1,34,23118.983608523587
1693,49942.09091445875,0,0,38,35454.81781034923
1694,46906.34098208314,0,1,40,28175.706103558336
1695,40852.23637121274,1,0,54,27569.947433730893
1696,29972.247763709434,0,1,46,24914.38816929527
1697,47775.42311174548,1,0,28,33926.23497720152
1698,49671.41346463633,1,0,36,31718.874190060033
1699,34404.87108990234,0,1,30,27257.230575985508
1700,52520.73428469559,1,0,28,30562.49309827528
1701,59046.848032571914,1,0,41,29334.85344068802
1702,59457.67599127232,1,1,39,33466.14973171346
1703,41848.55385058454,0,0,26,26155.05726357568
1704,54342.26012595228,0,1,40,25366.378469967698
1705,50759.48476427052,1,1,50,27162.81685255304
1706,49687.5677753731,1,0,49,29108.768056986555
1707,54981.738643125085,1,0,33,26206.17974536054
1708,51040.44924777247,1,1,29,26938.3309120863
1709,47277.846713935716,1,0,44,24625.226061044526
1710,30675.297703994227,0,0,22,28008.77197479258
1711,35629.36920631379,1,1,34,24271.31267149087
1712,38020.33879895853,1,1,40,29580.00699240516
1713,31250.710263076482,0,0,42,30734.050673311755
1714,31194.609737423605,0,1,55,25314.325304090034
1715,40348.57385602551,0,0,38,24021.22016609518
1716,42128.4040937074,0,1,27,24901.98716500094
